longitude,latitude,z_seafloor_datum,z_water_surf,z_gps_datum
-70.634663646,41.347141677,-3.46640013678831,-3.08020013678831,-0.2862
-70.634660057,41.347139509,-3.41957467775711,-3.08307467775711,-0.2365
-70.634656358,41.347137179,-3.34514921872592,-3.08594921872592,-0.1592
-70.634652245,41.347135397,-3.31721402983764,-3.08961402983764,-0.1276
-70.634648036,41.347134355,-3.28297545834281,-3.09507545834281,-0.0879
-70.63464355,41.347133206,-3.26713688684799,-3.10053688684799,-0.0666
-70.634638975,41.347132166,-3.29289831535317,-3.10599831535317,-0.0869
-70.634634372,41.347131674,-3.29255161262163,-3.06555161262163,-0.127
-70.634629474,41.347131297,-3.32656013530383,-3.01966013530383,-0.2069
-70.634624573,41.34713084,-3.34846865798603,-2.97376865798603,-0.2747
-70.63461977,41.347130207,-3.31347718066823,-2.92787718066823,-0.2856
-70.634614747,41.347129618,-3.29188570335043,-2.88198570335043,-0.3099
-70.634609801,41.347129509,-3.33509422603263,-2.83609422603263,-0.399
-70.634605157,41.34712974,-3.3470436878923,-2.8012436878923,-0.4458
-70.63459994,41.347129608,-3.3417712049152,-2.8039712049152,-0.4378
-70.634594749,41.347129921,-3.3587987219381,-2.8066987219381,-0.4521
-70.634590247,41.347131146,-3.357926238961,-2.809426238961,-0.4485
-70.634585767,41.347132695,-3.3525537559839,-2.8121537559839,-0.4404
-70.63458094,41.347133825,-3.29988127300681,-2.81488127300681,-0.385
-70.634576154,41.34713534,-3.26840879002971,-2.81760879002971,-0.3508
-70.634571906,41.347137479,-3.2842553864966,-2.8305553864966,-0.3537
-70.63456743,41.347139163,-3.31408485783776,-2.85908485783776,-0.355
-70.63456259,41.347140467,-3.32171432917893,-2.88761432917893,-0.3341
-70.634557681,41.347141363,-3.33651873901904,-2.91551873901904,-0.321
-70.634552948,41.347142444,-3.32149211630855,-2.92139211630855,-0.3001
-70.634548331,41.347143391,-3.31006549359806,-2.92726549359806,-0.2828
-70.634543414,41.3471439,-3.32273887088757,-2.93313887088757,-0.2896
-70.634538332,41.34714411,-3.38060246444573,-2.94660246444573,-0.334
-70.63453351,41.347144528,-3.38710188431732,-2.96350188431732,-0.3236
-70.63452883,41.347145005,-3.32580130418891,-2.98040130418891,-0.2454
-70.634523828,41.347145432,-3.32431978371354,-2.99761978371354,-0.2267
-70.63451889,41.347145992,-3.34200750337101,-3.01550750337101,-0.2265
-70.634514268,41.347146751,-3.28419522302848,-3.03339522302848,-0.1508
-70.63450955,41.347147859,-3.18188294268595,-3.05128294268595,-0.0306
-70.634504696,41.347148995,-3.12357066234342,-3.06917066234342,0.0456
-70.63449997,41.34714998,-3.09805838200088,-3.08705838200088,0.089
-70.634495411,41.3471506,-3.05924610165835,-3.10494610165835,0.1457
-70.634490619,41.347151284,-3.07813382131582,-3.12283382131582,0.1447
-70.63448577,41.347151654,-3.19462154097329,-3.14072154097329,0.0461
-70.634480956,41.347151627,-3.33540926063076,-3.15860926063076,-0.0768
-70.634476376,41.347150965,-3.35702727692999,-3.12662727692999,-0.1304
-70.634471748,41.347150037,-3.31046588437467,-3.07056588437467,-0.1399
-70.634467316,41.347149418,-3.22910449181935,-3.01450449181935,-0.1146
-70.634462952,41.347148932,-3.1380477488274,-2.9798477488274,-0.0582
-70.634458435,41.347148439,-3.13372978937104,-3.00502978937104,-0.0287
-70.634453881,41.347148084,-3.14891182991467,-3.03021182991467,-0.0187
-70.634449428,41.347148053,-3.14879387045831,-3.05539387045831,0.0066
-70.6344448,41.347148339,-3.14927591100194,-3.08057591100194,0.0313
-70.634440112,41.347148808,-3.16465795154558,-3.10575795154558,0.0411
-70.634435329,41.347149362,-3.18113999208921,-3.13093999208921,0.0498
-70.634430498,41.34715005,-3.20892203263285,-3.15612203263285,0.0472
-70.634425808,41.347150875,-3.20820407317649,-3.18130407317649,0.0731
-70.63442123,41.347151738,-3.17358611372012,-3.20648611372012,0.1329
-70.634416717,41.3471526,-3.11189622069477,-3.21199622069477,0.2001
-70.63441208,41.347153465,-3.0913533331739,-3.1843533331739,0.193
-70.634407339,41.347154114,-3.12581044565303,-3.15671044565303,0.1309
-70.634402795,41.347154177,-3.16923476103866,-3.12253476103866,0.0533
-70.634397993,41.34715389,-3.22702900938216,-3.08342900938216,-0.0436
-70.634393365,41.347153274,-3.25902325772567,-3.04432325772567,-0.1147
-70.634388963,41.347152445,-3.21961750606918,-3.00521750606918,-0.1144
-70.634384437,41.347151651,-3.17491175441269,-2.96611175441269,-0.1088
-70.634379936,41.347151087,-3.19330600275619,-2.92700600275619,-0.1663
-70.634375399,41.34715049,-3.2022002510997,-2.8879002510997,-0.2143
-70.634370863,41.347149691,-3.21154869196141,-2.86674869196141,-0.2448
-70.634366292,41.347149221,-3.2173367329722,-2.8524367329722,-0.2649
-70.634361602,41.347149122,-3.21662477398299,-2.83812477398299,-0.2785
-70.63435678,41.347148989,-3.18446704716672,-2.82376704716672,-0.2607
-70.634351803,41.347148599,-3.16463030740359,-2.80933030740359,-0.2553
-70.634346916,41.347148632,-3.15489356764045,-2.79489356764045,-0.26
-70.634342178,41.347149449,-3.15975269925347,-2.78375269925347,-0.276
-70.634337163,41.347150225,-3.2448349839155,-2.8550349839155,-0.2898
-70.63433219,41.347150557,-3.23814201864658,-2.87774201864658,-0.2604
-70.634327347,41.347151277,-3.13851577678306,-2.83201577678306,-0.2065
-70.634322443,41.347152185,-3.10198953491955,-2.78628953491955,-0.2157
-70.634317484,41.347152649,-3.10928991518384,-2.76418991518384,-0.2451
-70.634312402,41.347152557,-3.1317830074155,-2.7679830074155,-0.2638
-70.634307449,41.347152397,-3.15017609964716,-2.77177609964716,-0.2784
-70.634302638,41.347152418,-3.14136919187881,-2.77556919187881,-0.2658
-70.634297675,41.347152387,-3.15226228411047,-2.77936228411047,-0.2729
-70.634292815,41.347152283,-3.14695537634213,-2.78315537634213,-0.2638
-70.634287669,41.347152063,-3.13034846857378,-2.78694846857378,-0.2434
-70.634282611,41.347152135,-3.12204156080544,-2.79074156080544,-0.2313
-70.634277852,41.347152503,-3.0843346530371,-2.7945346530371,-0.1898
-70.634272901,41.347152675,-3.07982774526875,-2.79832774526875,-0.1815
-70.634267726,41.347152801,-3.11107976869576,-2.80277976869576,-0.2083
-70.634262689,41.347152956,-3.10944296632368,-2.80824296632368,-0.2012
-70.634257821,41.347153405,-3.08340616395159,-2.81370616395159,-0.1697
-70.634253035,41.347153918,-3.06976936157951,-2.81916936157951,-0.1506
-70.634248355,41.347154235,-3.05175797047742,-2.84025797047742,-0.1115
-70.634243707,41.347154394,-3.03659851992254,-2.86159851992254,-0.075
-70.634238964,41.347154477,-3.07063906936765,-2.88293906936765,-0.0877
-70.634234208,41.347154639,-3.09947961881277,-2.90427961881277,-0.0952
-70.634229641,41.347154823,-3.06356281520947,-2.89876281520947,-0.0648
-70.634225107,41.347154714,-2.99095961562605,-2.86425961562605,-0.0267
-70.634220554,41.347154374,-2.95285641604262,-2.82975641604262,-0.0231
-70.634215975,41.347153999,-2.93682612912061,-2.79432612912061,-0.0425
-70.634211314,41.347153808,-2.95366742353232,-2.75386742353232,-0.0998
-70.634206616,41.347153631,-2.97190871794401,-2.71340871794401,-0.1585
-70.634202052,41.347153354,-2.95035001235571,-2.67295001235571,-0.1774
-70.634197477,41.347153145,-2.93338660035284,-2.66488660035284,-0.1685
-70.634192799,41.347153122,-2.92451869909931,-2.66321869909931,-0.1613
-70.634188193,41.34715316,-2.91205079784579,-2.66155079784579,-0.1505
-70.634183605,41.347153188,-2.91118289659226,-2.65988289659226,-0.1513
-70.634178664,41.347153529,-2.96821499533873,-2.65821499533873,-0.21
-70.634173563,41.347153823,-3.00974709408521,-2.65654709408521,-0.2532
-70.634168537,41.34715368,-2.99647919283168,-2.65487919283168,-0.2416
-70.634163569,41.347153772,-2.97781129157815,-2.65321129157815,-0.2246
-70.63415868,41.347154275,-2.98114339032463,-2.65154339032463,-0.2296
-70.634153609,41.347154475,-2.9800754890711,-2.6498754890711,-0.2302
-70.634148646,41.347154253,-2.96330758781757,-2.64820758781757,-0.2151
-70.634143737,41.347154378,-2.93584040553856,-2.64574040553856,-0.1901
-70.634138758,41.347155169,-2.95786939860608,-2.64286939860608,-0.215
-70.634133777,41.347155535,-2.9816983916736,-2.6399983916736,-0.2417
-70.634128893,41.347155194,-2.97022738474112,-2.63712738474112,-0.2331
-70.634123953,41.347155138,-2.96725637780864,-2.63425637780864,-0.233
-70.634119036,41.347155418,-2.96168537087616,-2.63138537087616,-0.2303
-70.634114132,41.347155552,-2.95661436394368,-2.62851436394368,-0.2281
-70.634109168,41.347155202,-2.97417165670901,-2.62347165670901,-0.2507
-70.634104209,41.34715463,-3.00899407995441,-2.61799407995441,-0.291
-70.634099177,41.347154518,-3.01171650319981,-2.61251650319981,-0.2992
-70.634094223,41.347154568,-2.96777256251833,-2.61447256251833,-0.2533
-70.63408948,41.347154298,-2.90381427102466,-2.62621427102466,-0.1776
-70.634084566,41.347153985,-2.87255597953099,-2.63795597953099,-0.1346
-70.634079572,41.347154033,-2.92549768803732,-2.64969768803732,-0.1758
-70.634074796,41.347154174,-2.95133939654364,-2.66143939654364,-0.1899
-70.634070075,41.347153889,-2.91760072670937,-2.65140072670937,-0.1662
-70.634065151,41.347153705,-2.92018739010451,-2.62608739010451,-0.1941
-70.634060352,41.347153843,-2.91167405349965,-2.60077405349965,-0.2109
-70.634055725,41.34715375,-2.86150757192968,-2.58670757192968,-0.1748
-70.634050895,41.347153417,-2.85656059935135,-2.58126059935135,-0.1753
-70.634046101,41.347153465,-2.87371362677303,-2.57581362677303,-0.1979
-70.63404131,41.347153616,-2.86980031908504,-2.57030031908504,-0.1995
-70.634036436,41.347153489,-2.89179760486531,-2.56439760486531,-0.2274
-70.634031724,41.347153086,-2.89769489064558,-2.55849489064558,-0.2392
-70.634027002,41.347152663,-2.87949217642585,-2.55259217642585,-0.2269
-70.634022088,41.347152327,-2.90148946220613,-2.54668946220613,-0.2548
-70.634017222,41.347151943,-2.9113867479864,-2.5407867479864,-0.2706
-70.634012644,41.347151485,-2.86398403376667,-2.53488403376667,-0.2291
-70.634007783,41.347151156,-2.83197875138408,-2.53517875138408,-0.1968
-70.634002926,41.347151255,-2.85866228247946,-2.54166228247946,-0.217
-70.633998079,41.34715167,-2.87424581357484,-2.54814581357484,-0.2261
-70.633993037,41.347151905,-2.89202934467022,-2.55462934467022,-0.2374
-70.633988196,41.347152111,-2.8832128757656,-2.5611128757656,-0.2221
-70.633983374,41.34715265,-2.84759640686098,-2.56759640686098,-0.18
-70.633978407,41.347153523,-2.85895948392651,-2.57115948392651,-0.1878
-70.633973499,41.347153831,-2.86725948392651,-2.57115948392651,-0.1961
-70.633968939,41.347154037,-2.82325948392651,-2.57115948392651,-0.1521
-70.633964325,41.347154475,-2.77275948392651,-2.57115948392651,-0.1016
-70.633959351,41.34715496,-2.74905948392651,-2.57115948392651,-0.0779
-70.633954902,41.347154982,-2.71455948392651,-2.57115948392651,-0.0434
-70.633950493,41.347154762,-2.63425948392651,-2.57115948392651,0.0369
-70.633945604,41.347154931,-2.64285948392651,-2.57115948392651,0.0283
-70.633941017,41.347154866,-2.75575948392651,-2.57115948392651,-0.0846
-70.633936315,41.347154426,-2.79725948392651,-2.57115948392651,-0.1261
-70.633931258,41.347153797,-2.82409716989281,-2.56679716989281,-0.1573
-70.633926416,41.34715355,-2.84290332862941,-2.55530332862941,-0.1876
-70.633921742,41.347153309,-2.81400948736602,-2.54380948736602,-0.1702
-70.633916719,41.347152784,-2.82721564610262,-2.53231564610262,-0.1949
-70.633911887,41.347152602,-2.86319270285877,-2.53569270285877,-0.2275
-70.633907196,41.347152702,-2.83387948690563,-2.53957948690563,-0.1943
-70.633902385,41.347152695,-2.78846627095249,-2.54346627095249,-0.145
-70.633897472,41.347152755,-2.75605305499935,-2.54735305499935,-0.1087
-70.633892577,41.347153262,-2.7316398390462,-2.5512398390462,-0.0804
-70.633887796,41.347154136,-2.70842662309306,-2.55512662309306,-0.0533
-70.633882842,41.347154835,-2.68661340713992,-2.55901340713992,-0.0276
-70.633877747,41.34715522,-2.69900019118678,-2.56290019118678,-0.0361
-70.633872746,41.347155436,-2.73528697523364,-2.56678697523364,-0.0685
-70.633867801,41.347155756,-2.7556737592805,-2.5706737592805,-0.085
-70.633862803,41.347155835,-2.76128092517208,-2.55588092517208,-0.1054
-70.633857911,41.347155488,-2.74882034850266,-2.53842034850266,-0.1104
-70.633852944,41.347155123,-2.73895977183325,-2.52095977183325,-0.118
-70.633848104,41.347154948,-2.71971647300396,-2.50991647300396,-0.1098
-70.633843343,41.347154848,-2.70628510074494,-2.50388510074494,-0.1024
-70.6338384,41.34715474,-2.72535372848593,-2.49785372848593,-0.1275
-70.633833427,41.347154501,-2.74612235622691,-2.49182235622691,-0.1543
-70.633828532,41.347154459,-2.7694909839679,-2.4857909839679,-0.1837
-70.633823566,41.347154575,-2.80605961170888,-2.47975961170888,-0.2263
-70.633818535,41.347154551,-2.82912823944987,-2.47372823944987,-0.2554
-70.633813626,41.347154349,-2.77469686719086,-2.46769686719086,-0.207
-70.63380876,41.347154608,-2.70696549493184,-2.46166549493184,-0.1453
-70.63380397,41.347155189,-2.68993412267283,-2.45563412267283,-0.1343
-70.633799168,41.347155498,-2.68040275041381,-2.44960275041381,-0.1308
-70.633794247,41.347155738,-2.6494713781548,-2.4435713781548,-0.1059
-70.633789326,41.347156036,-2.60004000589578,-2.43754000589578,-0.0625
-70.6337845,41.347156693,-2.60690042339682,-2.50110042339682,-0.0058
-70.633779787,41.347157563,-2.62417356415308,-2.57417356415308,0.05
-70.633775083,41.347158058,-2.61944670490933,-2.64724670490933,0.1278
-70.633770219,41.347158243,-2.57674724602276,-2.65934724602276,0.1826
-70.633765402,41.347158528,-2.49480639513893,-2.60300639513893,0.2082
-70.633760546,41.347158933,-2.4315655442551,-2.5466655442551,0.2151
-70.633755563,41.347159083,-2.45652469337127,-2.49032469337127,0.1338
-70.633750815,41.347158483,-2.53321577208809,-2.45051577208809,0.0173
-70.633746127,41.347157634,-2.60387237537726,-2.43757237537726,-0.0663
-70.633741472,41.347156797,-2.61212897866643,-2.42462897866643,-0.0875
-70.633736911,41.347155821,-2.6000700084951,-2.4050700084951,-0.095
-70.633732292,41.347154569,-2.57980513802198,-2.37660513802198,-0.1032
-70.633727631,41.347153522,-2.57074026754886,-2.34814026754886,-0.1226
-70.633723101,41.347152989,-2.5322459377195,-2.3225459377195,-0.1097
-70.633718501,41.347152719,-2.50612910887203,-2.32802910887203,-0.0781
-70.633713869,41.347152401,-2.48481228002457,-2.33351228002457,-0.0513
-70.633709236,41.34715219,-2.48979545117711,-2.33899545117711,-0.0508
-70.633704695,41.347152317,-2.5083235215982,-2.3247235215982,-0.0836
-70.633700123,41.347152564,-2.54013296823952,-2.30143296823952,-0.1387
-70.633695531,41.34715292,-2.54944241488083,-2.27814241488083,-0.1713
-70.633690969,41.347153354,-2.53615186152214,-2.25485186152214,-0.1813
-70.633686434,41.347153969,-2.52976130816345,-2.23156130816345,-0.1982
-70.633681906,41.347154654,-2.53137075480477,-2.20827075480477,-0.2231
-70.633677088,41.347155338,-2.54238020144608,-2.18498020144608,-0.2574
-70.633672415,41.347156183,-2.55838964808739,-2.16168964808739,-0.2967
-70.633667723,41.347157162,-2.55157135977535,-2.15887135977535,-0.2927
-70.633663149,41.347158521,-2.58395881760575,-2.17855881760575,-0.3054
-70.633658914,41.347160304,-2.60554627543615,-2.19824627543615,-0.3073
-70.633654714,41.347162082,-2.56457273384906,-2.20147273384906,-0.2631
-70.633650426,41.347163796,-2.507336811125,-2.193136811125,-0.2142
-70.633646379,41.347165885,-2.47910088840093,-2.18480088840093,-0.1943
-70.633643177,41.347168646,-2.49016496567687,-2.17646496567687,-0.2137
-70.633640061,41.347171497,-2.5084290429528,-2.1681290429528,-0.2403
-70.633636475,41.347174247,-2.49299312022873,-2.15979312022873,-0.2332
-70.633633125,41.347177236,-2.48595719750467,-2.15145719750467,-0.2345
-70.633630708,41.347180547,-2.52072412218873,-2.18442412218873,-0.2363
-70.633628779,41.347184087,-2.55722014821778,-2.23012014821778,-0.2271
-70.633626799,41.347187577,-2.55291617424682,-2.27581617424682,-0.1771
-70.633624806,41.347191184,-2.52505775226707,-2.31205775226707,-0.113
-70.633623528,41.347195028,-2.53926580613418,-2.33506580613418,-0.1042
-70.633623371,41.347199003,-2.5727738600013,-2.3580738600013,-0.1147
-70.633623023,41.347203015,-2.61774595986193,-2.38134595986193,-0.1364
-70.633622726,41.34720706,-2.64861464294142,-2.40721464294142,-0.1414
-70.633622607,41.347211229,-2.67458332602091,-2.43308332602091,-0.1415
-70.633622848,41.347215296,-2.71505200910041,-2.45895200910041,-0.1561
-70.633623491,41.347219349,-2.7282206921799,-2.4848206921799,-0.1434
-70.633623926,41.347223549,-2.74288937525939,-2.51068937525939,-0.1322
-70.633624253,41.347227721,-2.73185805833888,-2.53655805833888,-0.0953
-70.633624916,41.347231842,-2.69182674141837,-2.56242674141837,-0.0294
-70.63362579,41.347236041,-2.68469542449787,-2.58829542449787,0.0036
-70.633626656,41.347240262,-2.68089613900493,-2.61149613900493,0.0306
-70.633627509,41.34724449,-2.65343311429538,-2.63453311429538,0.0811
-70.633628337,41.347248789,-2.62217008958582,-2.65757008958582,0.1354
-70.633629445,41.347253147,-2.62003321085662,-2.66373321085662,0.1437
-70.633630752,41.347257398,-2.63773906663193,-2.65963906663193,0.1219
-70.633631919,41.347261799,-2.64924492240724,-2.65554492240724,0.1063
-70.633632691,41.347266138,-2.65015077818255,-2.65145077818255,0.1013
-70.633633269,41.347270278,-2.62945663395786,-2.64735663395786,0.1179
-70.633634085,41.347274277,-2.61366248973317,-2.64326248973317,0.1296
-70.63363497,41.347278042,-2.62906834550847,-2.63916834550847,0.1101
-70.633635519,41.347281617,-2.67637420128378,-2.63507420128378,0.0587
-70.633635683,41.347285069,-2.71938005705909,-2.63098005705909,0.0116
-70.633636062,41.347288264,-2.73348239217653,-2.60108239217653,-0.0324
-70.633636853,41.347291282,-2.67128163993989,-2.50508163993989,-0.0662
-70.633637438,41.347294277,-2.60888088770325,-2.40908088770325,-0.0998
-70.633637579,41.347297378,-2.63083964532192,-2.38663964532192,-0.1442
-70.633638105,41.347300506,-2.66773343991572,-2.39783343991572,-0.1699
-70.633639751,41.347303491,-2.69782723450953,-2.40902723450953,-0.1888
-70.633641537,41.347306565,-2.7528225111096,-2.4182225111096,-0.2346
-70.63364365,41.347309476,-2.78780550835023,-2.42200550835022,-0.2658
-70.633646095,41.347312578,-2.79428850559085,-2.42578850559085,-0.2685
-70.633649015,41.347315546,-2.82647150283148,-2.42957150283148,-0.2969
-70.633652361,41.347318098,-2.81935450007211,-2.43335450007211,-0.286
-70.633656012,41.347320631,-2.79673749731273,-2.43713749731273,-0.2596
-70.633659684,41.347323232,-2.79022049455336,-2.44092049455336,-0.2493
-70.633663782,41.347325269,-2.76570349179399,-2.44470349179399,-0.221
-70.633668191,41.347327422,-2.76718648903462,-2.44848648903462,-0.2187
-70.633672815,41.347329182,-2.77746948627524,-2.45226948627524,-0.2252
-70.633677615,41.347330666,-2.77113516490556,-2.45783516490556,-0.2133
-70.633682483,41.347331911,-2.76444625183729,-2.47274625183729,-0.1917
-70.633687499,41.347333138,-2.76435733876903,-2.48765733876903,-0.1767
-70.633692609,41.347334239,-2.77841920797493,-2.50041920797493,-0.178
-70.633697746,41.347334864,-2.79252049712342,-2.51172049712342,-0.1808
-70.633702925,41.347335222,-2.80982178627191,-2.52302178627191,-0.1868
-70.633708149,41.347335872,-2.8168230754204,-2.5343230754204,-0.1825
-70.63371334,41.347336581,-2.82412436456889,-2.54562436456889,-0.1785
-70.633718463,41.347336375,-2.81132565371738,-2.55692565371738,-0.1544
-70.633723834,41.347335764,-2.83002694286587,-2.56822694286587,-0.1618
-70.633729079,41.347335912,-2.87662241249207,-2.57062241249207,-0.206
-70.633734023,41.347336228,-2.90619714277307,-2.56989714277307,-0.2363
-70.633738879,41.34733592,-2.90957187305408,-2.56917187305408,-0.2404
-70.633743727,41.347335541,-2.94244101573162,-2.56844101573162,-0.274
-70.63374841,41.347335969,-2.97500023893131,-2.56770023893131,-0.3073
-70.63375291,41.347336667,-2.993459462131,-2.566959462131,-0.3265
-70.633757561,41.347336549,-2.98080228726241,-2.56620228726241,-0.3146
-70.633762201,41.347336375,-2.99493933813055,-2.56513933813055,-0.3298
-70.633766703,41.3473368,-3.00547638899869,-2.56407638899869,-0.3414
-70.633771198,41.347337315,-3.00131663626384,-2.56361663626384,-0.3377
-70.633775846,41.347337508,-3.02916385249454,-2.56336385249454,-0.3658
-70.633780427,41.347337449,-3.06921106872524,-2.56311106872524,-0.4061
-70.633784913,41.347337579,-3.06595828495594,-2.56285828495594,-0.4031
-70.633789495,41.347337872,-3.04620550118664,-2.56260550118664,-0.3836
-70.633794144,41.347337976,-3.02985271741734,-2.56235271741734,-0.3675
-70.633798729,41.347337734,-3.01229993364805,-2.56209993364805,-0.3502
-70.633803284,41.347337602,-2.99714714987875,-2.56184714987875,-0.3353
-70.633807741,41.347337678,-2.95099436610945,-2.56159436610945,-0.2894
-70.633812227,41.347337925,-2.89191914627347,-2.56131914627347,-0.2306
-70.633816783,41.347338359,-2.85788216571749,-2.56058216571749,-0.1973
-70.633821284,41.347338625,-2.80114518516151,-2.55984518516151,-0.1413
-70.63382584,41.347339035,-2.72950820460553,-2.55910820460553,-0.0704
-70.633830425,41.347339513,-2.63191007699088,-2.55861007699088,0.0267
-70.633835367,41.347340175,-2.53970490019901,-2.55820490019901,0.1185
-70.633840324,41.347340654,-2.49899972340714,-2.55779972340714,0.1588
-70.633844875,41.347340482,-2.43149454661527,-2.55739454661527,0.2259
-70.633849893,41.347340354,-2.4072893698234,-2.5569893698234,0.2497
-70.63385552,41.347340443,-2.45938419303153,-2.55658419303153,0.1972
-70.633860835,41.347340059,-2.51660449002803,-2.55620449002803,0.1396
-70.633865797,41.347338733,-2.5982373735498,-2.5558373735498,0.0576
-70.633870843,41.347337563,-2.70017025707157,-2.55547025707157,-0.0447
-70.633876071,41.347336933,-2.78030314059334,-2.55510314059334,-0.1252
-70.633881203,41.347336288,-2.8459360241151,-2.5547360241151,-0.1912
-70.633886139,41.347335355,-2.91286890763687,-2.55436890763687,-0.2585
-70.633890921,41.347334454,-2.95100179115864,-2.55400179115864,-0.297
-70.633895813,41.347333787,-2.96637311577118,-2.55327311577118,-0.3131
-70.633900684,41.347333423,-2.97244132426409,-2.55254132426409,-0.3199
-70.633905389,41.347333339,-2.959709532757,-2.551809532757,-0.3079
-70.633910183,41.347333252,-2.94398798212848,-2.56588798212848,-0.2781
-70.633914969,41.347333274,-2.96314693994761,-2.58824693994761,-0.2749
-70.633919556,41.347333674,-2.95830589776674,-2.61060589776674,-0.2477
-70.633924145,41.347334658,-2.95524660168347,-2.63164660168347,-0.2236
-70.633928562,41.347335639,-2.9313262694515,-2.6480262694515,-0.1833
-70.633933214,41.347336285,-2.91130593721952,-2.66440593721952,-0.1469
-70.633937836,41.347337324,-2.92168560498754,-2.68078560498754,-0.1409
-70.633942444,41.347338519,-2.94406527275556,-2.69716527275556,-0.1469
-70.633947032,41.3473393,-2.97677591839974,-2.72047591839974,-0.1563
-70.633951568,41.347339673,-3.03673993551558,-2.74943993551558,-0.1873
-70.633956078,41.347339672,-3.07780395263142,-2.77840395263142,-0.1994
-70.633960969,41.347339913,-3.07195586161855,-2.72505586161855,-0.2469
-70.633965855,41.347339682,-3.06956288703416,-2.66356288703416,-0.306
-70.633970565,41.347338558,-3.04916991244977,-2.60206991244977,-0.3471
-70.633975197,41.347337167,-3.0486894672644,-2.5748894672644,-0.3738
-70.633979958,41.347336263,-3.05758942394357,-2.58238942394357,-0.3752
-70.633984757,41.347335503,-3.04758938062274,-2.58988938062274,-0.3577
-70.633989528,41.34733457,-3.04062905817262,-2.59702905817262,-0.3436
-70.633994257,41.347333498,-3.03364652314644,-2.60084652314644,-0.3328
-70.633998937,41.347332764,-3.00846398812026,-2.60466398812026,-0.3038
-70.634003769,41.347332231,-2.96028145309408,-2.60848145309408,-0.2518
-70.634008551,41.347332113,-2.9324989180679,-2.6122989180679,-0.2202
-70.634013193,41.347331991,-2.86731638304171,-2.61611638304171,-0.1512
-70.634018096,41.347331706,-2.83463384801553,-2.61993384801553,-0.1147
-70.634022665,41.347331902,-2.84540076455899,-2.62320076455899,-0.1222
-70.634027091,41.347332359,-2.84660437940725,-2.62570437940725,-0.1209
-70.634031598,41.347332786,-2.84140799425551,-2.62820799425551,-0.1132
-70.634035878,41.347333344,-2.83011160910378,-2.63071160910378,-0.0994
-70.63404009,41.34733405,-2.83751522395204,-2.63321522395204,-0.1043
-70.634044341,41.347334572,-2.8736188388003,-2.6357188388003,-0.1379
-70.634048525,41.347334803,-2.90152245364856,-2.63822245364856,-0.1633
-70.634052841,41.347335224,-2.93952606849682,-2.64072606849682,-0.1988
-70.634057135,41.347335802,-3.01522968334508,-2.64322968334508,-0.272
-70.634061412,41.347336056,-3.05133329819334,-2.64573329819334,-0.3056
-70.634065792,41.347336054,-3.03273497297524,-2.64583497297524,-0.2869
-70.634070256,41.347336219,-3.01023161654389,-2.63813161654389,-0.2721
-70.634074931,41.347336604,-3.01112826011255,-2.63042826011255,-0.2807
-70.634079657,41.34733678,-3.05137678968939,-2.65897678968939,-0.2924
-70.634084319,41.347336674,-3.09706031062825,-2.70386031062825,-0.2932
-70.634089041,41.347336815,-3.13204383156711,-2.74874383156711,-0.2833
-70.634093795,41.347337484,-3.15764065446472,-2.77474065446472,-0.2829
-70.634098523,41.347338401,-3.1238285990793,-2.7524285990793,-0.2714
-70.634103373,41.347338904,-3.07261654369388,-2.73011654369388,-0.2425
-70.634108328,41.347339115,-3.03050448830846,-2.70780448830846,-0.2227
-70.634113291,41.347339388,-3.01510301944819,-2.72720301944819,-0.1879
-70.634118295,41.347340062,-2.98499215002469,-2.75379215002469,-0.1312
-70.634123351,41.347340531,-2.97138128060119,-2.78038128060118,-0.091
-70.634128471,41.347340333,-2.97997041117768,-2.80697041117768,-0.073
-70.634133514,41.347340052,-3.00755954175418,-2.83355954175418,-0.074
-70.634138576,41.347340302,-3.00824867233068,-2.86014867233068,-0.0481
-70.6341436,41.347340431,-2.99183780290718,-2.88673780290718,-0.0051
-70.634148792,41.347340151,-3.01482693348368,-2.91332693348368,-0.0015
-70.634153781,41.347339828,-3.05181606406018,-2.93991606406018,-0.0119
-70.634158559,41.347339564,-3.04517247610586,-2.94667247610586,0.0015
-70.634163502,41.347339494,-3.02269676249972,-2.93239676249972,0.0097
-70.634168463,41.347339487,-3.05752104889358,-2.91812104889358,-0.0394
-70.634173258,41.347339348,-3.08544533528744,-2.90384533528744,-0.0816
-70.634178028,41.347338837,-3.0926696216813,-2.8895696216813,-0.1031
-70.634182869,41.347338552,-3.10199390807516,-2.87529390807516,-0.1267
-70.634187749,41.347338716,-3.11061819446902,-2.86101819446902,-0.1496
-70.634192475,41.347338511,-3.09621467399307,-2.83201467399307,-0.1642
-70.634197246,41.347337705,-3.08339483367874,-2.79819483367874,-0.1852
-70.634202044,41.347337244,-3.06737499336441,-2.76437499336441,-0.203
-70.634206669,41.347337306,-3.05851823847443,-2.75321823847443,-0.2053
-70.634211238,41.347337347,-3.0748581830956,-2.7821581830956,-0.1927
-70.63421581,41.3473371,-3.10299812771678,-2.81109812771678,-0.1919
-70.634220346,41.347336823,-3.13580775878355,-2.83910775878355,-0.1967
-70.634224869,41.34733722,-3.13052940433874,-2.84502940433874,-0.1855
-70.634229253,41.34733789,-3.11035104989394,-2.85095104989394,-0.1594
